asm_area_code,customer_code,Year,Month,unique_retailers,invoice_count
GUJAS,1779,2013,5,2058,4459
KOLK,1818,2012,2,1314,2212
CHEN,2273,2012,9,410,554
HARY&,1738,2011,7,335,750
BIHAW,535,2013,2,243,366
NAGP,388,2012,6,158,272
VIJA,47,2011,8,440,1041
WESTU,729,2013,5,808,2766
VIJA,622,2012,11,144,252
HYDE2,1130,2011,8,329,649
NAGP,99,2011,7,2054,7269
RAJA,1939,2013,3,1332,2052
EASTM,1822,2013,3,504,1484
GUJAS,449,2013,11,427,1125
HYDE2,2314,2013,5,187,766
BANG,2469,2013,2,158,347
COIM,556,2013,5,252,523
MUMB2,1317,2011,8,868,2303
NAGP,764,2012,6,158,344
PUNES,292,2011,5,214,379
HYDE2,1721,2013,10,228,736
BENGS,1558,2013,3,604,1052
WESTM,1098,2012,7,313,791
BIHAW,746,2012,5,209,313
GUJAN,1804,2013,1,2237,4882
BIHAW,1960,2012,7,94,191
NAGP,86,2011,7,184,364
PUNEN,1214,2012,2,697,1676
HYDE2,363,2011,8,139,382
VIJA,354,2011,6,135,376
VIJA,1426,2012,5,946,1785
HYDE1,1021,2013,9,5951,12330
NER,239,2012,7,119,180
VIJA,1094,2011,10,315,641
COIM,1038,2011,7,214,499
PUNES,1245,2011,7,164,662
PUNEN,1214,2013,2,719,1743
VIJA,1391,2013,1,211,383
JHAR,31,2013,2,303,943
EASTM,1929,2012,5,204,347
VIJA,1893,2012,5,90,335
BIHAW,32,2012,7,186,425
BENGS,2517,2013,3,15,17
RAJA,1806,2011,10,258,447
PUNJ,238,2013,5,197,540
PUNJ,1683,2011,8,280,473
MUMB1,832,2013,10,4752,14986
BENGN,620,2013,9,187,360
NAGP,2024,2012,11,335,399
WESTM,1414,2012,1,911,1944
BANG,148,2011,8,105,343
MUMB2,294,2011,5,325,629
WESTM,262,2011,5,161,492
CENTU,645,2011,4,129,294
ORIS,475,2012,10,159,371
JHAR,1634,2011,11,375,956
BENGN,25,2012,5,342,662
NAGP,98,2013,2,810,1706
HARY&,1205,2012,6,183,303
NAGP,90,2013,1,230,483
PUNEN,525,2011,10,1445,5645
HARY&,2422,2013,6,25,38
CENTU,1222,2013,9,1515,2651
RAJA,122,2012,5,319,944
HUBL,976,2012,2,439,968
BENGS,2552,2013,7,926,2524
CENTU,280,2012,6,250,441
WESTM,2132,2012,7,255,585
HYDE1,188,2012,11,58,131
JHAR,395,2013,8,308,1268
RAJA,116,2012,12,590,1367
VIJA,44,2012,3,279,328
WESTU,166,2012,3,182,412
CENTU,1139,2012,9,251,322
EASTM,71,2011,12,365,1032
PUNJ,958,2011,5,176,413
WESTU,1437,2012,2,368,974
PUNES,1067,2013,10,436,887
RAJA,115,2011,6,187,422
HYDE2,363,2013,10,172,671
PUNES,403,2012,3,3,5
HYDE1,602,2011,9,1024,1939
CHEN,1428,2013,1,714,1563
PUNES,1666,2011,10,468,1207
NAGP,98,2011,7,876,2042
WESTU,383,2013,6,374,991
GUJAS,1164,2012,11,1358,3126
EASTM,1649,2011,10,248,706
RAJA,2355,2013,2,104,153
GUJAN,629,2013,7,836,2419
EASTU,1203,2012,4,931,1457
PUNES,81,2012,11,446,894
ORIS,748,2013,9,205,647
EASTU,1044,2013,2,186,507
RAJA,1938,2012,5,184,350
RAJA,1455,2011,8,671,1597
GUJAN,132,2011,5,321,830
MUMB2,300,2012,5,1189,2296
PUNJ,608,2013,7,829,1482
BENGN,638,2013,1,161,536
ORIS,1590,2012,9,160,333
GUJAS,1811,2012,9,745,1771
ORIS,883,2013,3,525,1060
COIM,1578,2012,7,275,403
BIHAW,1360,2013,3,828,1306
BIHAW,34,2012,4,390,579
CHEN,1882,2011,11,240,523
JHAR,360,2011,10,612,1270
PUNEN,743,2013,7,250,830
WESTU,961,2012,11,947,1581
GUJAS,1601,2012,2,155,516
WESTM,268,2011,10,319,750
HYDE2,1337,2013,4,96,193
PUNEN,960,2011,4,195,403
ORIS,883,2012,7,425,899
WESTU,1293,2012,12,301,489
RAJA,2028,2012,1,140,229
WESTU,961,2012,2,912,1677
CHEN,106,2013,11,234,722
WESTM,1414,2012,10,1098,2084
BIHAE,539,2011,12,489,1214
PUNEN,332,2012,2,92,193
PUNES,83,2013,9,160,660
BIHAE,1219,2012,8,235,334
BENGN,999,2011,5,134,258
CENTU,1139,2012,10,220,273
BIHAE,1274,2012,4,96,229
MUMB2,1878,2011,4,1335,3470
KOLK,1824,2012,3,2275,4445
EASTU,276,2011,9,206,413
BENGS,451,2012,3,311,575
PUNJ,1548,2011,5,649,1380
HYDE2,1381,2012,10,768,2679
PUNEN,1349,2013,12,163,391
WESTM,1186,2013,11,1300,3126
ORIS,11,2012,9,243,867
VIJA,1094,2012,11,327,477
CHEN,108,2013,8,394,1041
HYDE1,188,2011,6,61,233
PUNEN,1199,2013,9,206,525
KOLK,1556,2012,9,266,1291
MUMB2,482,2011,12,734,1706
EASTM,562,2011,6,147,182
HUBL,2318,2013,5,120,426
BIHAW,1833,2012,4,166,258
EASTU,276,2013,5,188,713
HYDE2,1130,2012,12,357,1095
BIHAW,547,2011,5,156,255
HARY&,393,2011,10,543,1566
PUNES,327,2013,12,148,509
HYDE2,1304,2013,8,575,1458
DELHM,1316,2013,9,1715,5583
HARY&,60,2013,12,288,799
GUJAS,449,2013,3,393,849
GUJAN,132,2012,2,316,764
WESTM,990,2013,2,574,1047
PUNEN,743,2012,11,258,566
CHEN,2273,2012,11,559,981
PUNJ,1548,2012,2,607,1250
HUBL,555,2013,8,352,1038
HUBL,427,2012,11,233,645
WESTM,2357,2012,11,96,196
GUJAN,1321,2012,12,632,1178
PUNJ,1210,2011,6,512,2018
MUMB1,1065,2011,10,2113,5819
EASTM,2330,2012,9,65,76
EASTM,1733,2012,6,595,1386
PUNES,1102,2013,6,240,750
KOLK,1439,2013,6,1016,2073
RAJA,116,2011,7,632,1561
PUNEN,332,2013,10,115,353
ORIS,1436,2013,6,426,1155
BENGN,537,2013,11,121,362
GUJAS,997,2011,9,145,351
WESTM,268,2012,5,318,1163
COIM,2293,2012,12,282,588
CHEN,850,2012,6,1200,1912
BIHAE,1219,2011,6,192,336
HARY&,62,2011,12,207,474
PUNEN,1665,2013,1,1047,3263
BANG,147,2013,3,1957,3995
HUBL,180,2013,11,579,1575
EASTM,74,2011,11,187,559
RAJA,122,2012,3,285,705
PUNJ,2414,2013,5,186,348
ORIS,1566,2013,6,696,1658
ORIS,475,2013,7,156,367
BENGS,768,2012,3,620,913
NER,648,2012,1,427,823
GUJAN,1302,2011,6,667,1290
MUMB1,2511,2013,6,3363,11927
PUNJ,2478,2013,12,959,2052
CENTU,369,2012,1,448,775
GUJAN,137,2011,8,351,909
KOLK,2075,2012,8,2102,3978
WESTM,523,2011,9,961,2404
BENGS,649,2011,7,434,1245
KOLK,1439,2011,7,889,1499
BENGS,22,2012,4,600,1376
VIJA,359,2013,1,107,278
WESTM,1414,2011,8,739,1536
NER,1033,2011,11,421,980
GUJAS,1920,2012,12,151,364
RAJA,122,2011,10,340,945
DELHM,1809,2011,7,537,1127
GUJAS,1143,2011,12,444,945
WESTM,2461,2013,11,653,1911
MUMB2,1025,2013,8,207,457
BENGS,768,2011,10,616,1152
HYDE1,1021,2013,10,4649,9731
CENTU,170,2013,2,259,478
NAGP,1036,2013,1,983,3052
GUJAN,1101,2012,3,237,427
CENTU,2061,2012,6,166,205
WESTM,361,2012,3,190,405
PUNJ,1147,2011,8,139,246
COIM,556,2011,12,260,527
BANG,2290,2012,8,326,438
GUJAN,131,2012,9,206,461
VIJA,50,2011,9,127,211
PUNES,1072,2013,8,356,932
ORIS,625,2011,6,191,296
WESTM,990,2012,12,591,1138
PUNES,1072,2012,3,271,532
PUNJ,232,2013,6,306,574
NER,1855,2013,4,1091,2221
BENGS,343,2012,9,233,383
BENGN,996,2012,4,719,1573
BENGS,1401,2012,1,268,640
GUJAS,1920,2012,7,132,267
DELHM,591,2013,9,1181,4149
BENGS,5,2011,5,804,1941
PUNES,530,2013,8,966,2263
VIJA,1094,2013,1,325,553
HUBL,427,2012,10,235,625
HARY&,1722,2011,11,317,941
PUNES,1343,2012,10,527,1378
MUMB1,1536,2011,7,1685,9538
GUJAS,1006,2012,2,324,625
VIJA,52,2013,1,788,1675
VIJA,354,2013,8,144,435
MUMB2,213,2013,2,633,1780
PUNJ,619,2013,11,172,695
HUBL,181,2013,12,331,1048
BENGS,22,2011,5,598,1201
VIJA,455,2011,9,465,801
MUMB2,1298,2011,7,3001,7912
BANG,344,2013,4,1577,3992
HYDE2,1721,2011,8,254,672
BENGS,1284,2013,4,276,1200
GUJAN,1977,2012,4,15,17
HYDE2,1422,2013,3,196,711
HYDE2,1056,2012,1,167,230
NER,559,2012,2,88,365
BANG,1756,2013,4,399,562
BENGN,1227,2013,10,280,671
GUJAN,1715,2012,3,301,718
CENTU,170,2012,10,257,490
HYDE2,1077,2013,6,166,664
MUMB2,1878,2012,6,1669,5114
VIJA,553,2013,10,118,198
PUNES,1343,2013,4,235,407
HYDE1,1176,2013,12,128,506
NAGP,98,2011,5,817,1690
PUNES,993,2012,10,161,389
EASTM,1889,2013,10,229,546
PUNES,328,2011,5,121,160
BENGN,656,2012,6,147,470
CHEN,1916,2011,9,149,288
HYDE2,1337,2012,7,108,165
HARY&,1567,2012,10,985,1702
GUJAS,1164,2013,1,1536,3888
DELHM,591,2013,10,1080,3137
HYDE2,363,2013,6,172,706
EASTU,278,2011,6,30,99
CENTU,2062,2012,7,166,483
PUNJ,619,2012,2,123,249
JHAR,1766,2013,9,89,248
NAGP,99,2013,12,2015,5743
CHEN,1594,2011,5,713,1191
ORIS,1482,2013,11,497,1461
RAJA,2355,2012,12,113,197
MUMB2,1489,2013,10,482,1711
WESTU,2103,2012,10,61,222
EASTM,73,2012,7,423,987
BENGS,1295,2011,6,498,1112
KOLK,1824,2013,12,2685,6218
EASTU,522,2012,11,793,1457
PUNES,1336,2011,8,204,347
VIJA,1530,2013,6,895,2296
RAJA,1228,2013,3,243,735
JHAR,360,2011,7,637,1366
EASTU,1203,2013,5,1007,1946
WESTM,1470,2011,10,140,355
PUNEN,743,2013,10,261,814
HYDE2,1653,2012,7,576,884
CENTU,967,2013,11,722,1202
ORIS,1359,2013,7,519,1081
GUJAN,132,2011,12,318,822
RAJA,1523,2011,5,504,1096
CENTU,2366,2013,2,106,209
HYDE1,1891,2011,4,1151,2734
PUNES,2145,2012,9,873,2567
WESTU,2155,2012,9,106,196
EASTM,2329,2013,6,119,237
WESTM,1470,2012,5,149,352
VIJA,44,2012,5,274,394
CHEN,105,2013,5,158,407
VIJA,50,2012,3,122,141
RAJA,114,2013,1,1399,2325
BENGS,2517,2013,10,147,313
BENGS,768,2012,1,621,1171
COIM,873,2011,10,185,259
ORIS,1927,2013,12,230,891
BANG,434,2013,7,1313,3243
ORIS,1730,2012,10,851,1400
RAJA,1228,2011,6,182,362
DELHM,2631,2013,12,4202,9625
NER,1001,2011,12,153,283
CHEN,104,2013,11,248,653
COIM,285,2011,5,278,453
MUMB2,482,2013,9,713,1448
EASTM,70,2011,5,460,1060
CENTU,1235,2012,7,416,698
DELHM,2152,2013,9,1642,4408
HARY&,1743,2013,12,250,625
HUBL,178,2013,1,289,584
HARY&,393,2013,5,1052,2667
DELHM,1174,2012,12,1816,3749
BANG,344,2012,1,1328,3300
HARY&,2310,2013,11,250,801
EASTM,71,2013,10,354,1047
VIJA,372,2011,8,392,795
PUNES,83,2011,7,150,517
HYDE2,2339,2013,6,153,439
HYDE2,601,2013,1,171,427
BENGN,1227,2012,1,248,800
NER,390,2012,12,146,248
NER,243,2013,12,268,1007
KOLK,1281,2013,7,979,2227
HYDE2,1056,2013,10,172,591
GUJAS,336,2011,4,152,391
GUJAN,629,2011,9,738,1993
WESTU,167,2013,2,748,1901
EASTM,73,2012,5,415,967
NAGP,1090,2012,3,1170,2223
VIJA,446,2011,8,120,234
HUBL,731,2011,6,855,1611
VIJA,1390,2012,8,121,214
BANG,2465,2013,7,646,1453
BENGS,1257,2012,6,215,398
HYDE2,1381,2013,7,818,2229
CENTU,1235,2011,9,350,568
RAJA,1228,2013,10,236,545
WESTU,2016,2012,8,160,474
HUBL,1430,2012,10,702,1774
BIHAW,535,2012,12,94,182
EASTM,410,2011,10,472,640
PUNEN,1322,2013,11,125,353
NER,239,2011,9,94,166
WESTM,268,2013,12,319,1152
ORIS,1359,2013,5,667,2053
CENTU,1235,2012,3,1,1
NAGP,764,2012,2,174,357
VIJA,52,2012,9,786,1547
EASTM,1929,2011,6,117,204
HYDE2,413,2012,2,237,521
VIJA,1094,2012,9,328,547
MUMB2,532,2012,1,1129,3255
NER,221,2013,9,210,1048
HYDE1,876,2012,11,2296,4517
NER,390,2013,8,146,203
BIHAW,1960,2013,6,102,262
DELHM,1809,2011,4,502,976
WESTU,834,2013,9,124,488
VIJA,553,2013,1,118,167
DELHM,591,2013,1,1151,2765
EASTM,70,2011,12,575,1565
CENTU,2547,2013,8,58,157
RAJA,2176,2012,5,205,521
WESTU,1936,2012,12,205,635
EASTU,281,2013,11,261,657
NAGP,86,2012,5,191,345
PUNES,993,2013,10,161,518
PUNES,1579,2012,8,512,1163
HARY&,66,2012,7,195,418
WESTU,2103,2013,10,127,340
HUBL,178,2012,6,340,985
DELHM,1980,2013,4,1490,3686
HARY&,1205,2011,9,131,265
BENGS,1284,2013,12,259,992
GUJAN,2254,2013,2,317,666
NER,219,2012,2,325,694
WESTU,729,2012,5,883,1526
MUMB2,1317,2012,10,1083,2945
BENGS,23,2012,10,414,959
WESTU,2014,2012,9,90,166
BIHAE,1413,2012,5,107,196
CHEN,1428,2011,10,703,1261
NER,1855,2013,9,1371,2479
HARY&,66,2011,11,170,369
BENGS,307,2011,12,902,1771
HYDE1,463,2011,8,90,258
GUJAN,2367,2012,10,135,159
PUNES,329,2011,10,66,123
BIHAW,547,2011,10,151,276
WESTU,1713,2012,2,148,427
JHAR,798,2011,7,632,1850
RAJA,1905,2012,2,144,322
NER,1855,2013,5,1880,3780
EASTM,410,2011,11,471,567
JHAR,1766,2011,4,89,384
BIHAW,746,2011,6,167,240
VIJA,45,2011,11,394,790
HUBL,2279,2013,7,204,434
MUMB1,832,2013,4,5619,17120
HUBL,1242,2011,4,456,1024
NER,559,2011,8,74,349
BENGN,2174,2012,8,158,289
WESTM,1673,2012,2,1,1
VIJA,446,2011,6,113,247
HYDE2,1653,2012,12,570,937
CHEN,595,2013,7,395,964
MUMB1,1677,2012,1,74,7902
KERA,151,2013,9,1,1
CENTU,433,2012,9,1335,2971
NER,1033,2011,9,492,1079
BENGN,537,2011,4,122,206
GUJAS,1920,2012,3,133,295
KOLK,1556,2013,3,151,440
CHEN,440,2012,9,520,945
CHEN,1780,2013,9,988,1785
BANG,1252,2011,12,555,1651
PUNEN,1896,2013,9,593,1584
PUNEN,1826,2011,8,2183,6773
VIJA,1020,2013,1,126,257
NER,390,2012,10,146,181
HUBL,2012,2012,4,707,1911
GUJAS,1143,2012,6,396,884
BENGS,649,2011,4,388,1070
HARY&,1534,2012,8,403,1119
MUMB2,297,2011,6,980,2417
EASTM,72,2011,12,158,324
JHAR,540,2012,4,125,435
HUBL,427,2013,2,230,691
GUJAS,1779,2012,6,1356,3436
WESTU,2480,2013,6,750,1546
BIHAE,1948,2011,11,150,273
GUJAS,2752,2013,10,630,1027
KOLK,1281,2012,7,1241,2687
BANG,2441,2013,3,405,604
MUMB1,832,2013,5,6257,29978
CENTU,433,2012,10,1324,2778
HUBL,963,2013,8,269,833
BENGS,1543,2012,8,196,539
BENGS,1401,2013,12,280,761
CENTU,369,2012,10,502,868
HARY&,1743,2011,5,285,735
JHAR,395,2011,11,299,736
BENGS,481,2012,9,221,685
NAGP,2269,2012,11,171,324
PUNES,1244,2011,9,135,257
BANG,1526,2012,7,1946,4752
HUBL,181,2012,10,328,803
VIJA,359,2013,10,91,224
RAJA,1939,2013,9,1835,2985
EASTU,1203,2011,6,880,1509
VIJA,42,2013,8,196,591
RAJA,122,2011,7,337,933
PUNES,1238,2012,9,373,845
ORIS,883,2011,10,466,921
NAGP,96,2013,8,338,932
WESTM,1555,2011,6,189,295
WESTU,2016,2013,1,160,531
PUNES,1608,2013,9,269,679
WESTU,303,2012,12,231,1000
BANG,145,2012,7,1183,2270
NAGP,1090,2012,7,1645,3257
CHEN,2507,2013,5,373,766
DELHM,2529,2013,12,3799,8908
GUJAN,1804,2011,10,853,2094
HYDE1,2282,2012,8,1215,1795
CHEN,2507,2013,9,426,963
PUNEN,326,2011,4,115,164
ORIS,1730,2013,3,916,2399
CHEN,850,2012,11,1057,1784
BANG,1252,2012,6,539,1428
BIHAW,1872,2011,6,90,175
EASTU,283,2011,4,227,541
KERA,596,2013,11,65,158
WESTU,2027,2012,11,144,234
PUNEN,1826,2012,10,2302,6682
NER,1886,2011,10,235,624
WESTU,1915,2012,11,130,247
CENTU,967,2013,10,579,969
VIJA,341,2012,9,120,217
NER,217,2012,9,302,908
HUBL,2318,2013,12,121,380
BENGN,1854,2011,10,246,409
DELHM,1809,2011,10,551,1343
PUNES,1067,2013,11,530,1508
BENGS,451,2013,2,189,460
RAJA,1806,2011,11,194,368
PUNJ,1548,2013,10,632,1559
HYDE2,251,2012,1,166,323
BENGS,1950,2013,11,309,876
EASTM,74,2012,1,187,777
BENGN,537,2012,1,118,294
PUNEN,1665,2013,4,1681,5452
PUNES,2324,2013,11,86,384
RAJA,1523,2012,6,657,1307
NAGP,89,2011,5,156,367
HYDE2,2314,2012,10,99,211
HUBL,1022,2012,7,205,412
EASTU,774,2012,2,164,578
CHEN,108,2012,7,267,495
KOLK,1818,2012,11,1284,2854
BIHAW,1833,2013,8,171,626
WESTU,166,2012,5,201,345
NER,1956,2012,12,9,10
RAJA,121,2011,9,259,512
VIJA,455,2012,2,464,889
WESTU,2802,2013,11,1,1
GUJAN,132,2013,8,339,1247
BENGS,1295,2013,7,667,2010
BENGS,1950,2011,12,267,675
VIJA,45,2013,2,399,1094
PUNEN,960,2013,11,240,480
COIM,1223,2012,11,467,878
WESTU,1027,2012,2,389,972
BANG,1723,2013,3,2187,4389
PUNEN,1023,2011,8,421,957
HYDE2,258,2012,1,105,234
HARY&,1738,2012,12,344,493
KOLK,1556,2012,1,226,958
PUNJ,1147,2012,6,106,205
PUNEN,79,2012,12,440,732
WESTU,167,2011,7,449,536
PUNES,993,2012,11,161,280
WESTU,1437,2012,10,366,1075
VIJA,455,2013,7,471,1351
BIHAE,534,2013,2,180,536
PUNEN,79,2011,10,377,588
HUBL,555,2011,11,339,652
JHAR,2342,2012,10,580,2366
BIHAE,1219,2013,9,267,562
VIJA,44,2011,8,337,425
WESTM,271,2012,10,229,409
PUNEN,1189,2011,12,145,343
PUNEN,448,2012,9,1283,2916
EASTM,554,2012,2,236,674
DELHM,1316,2011,5,766,941
NER,1855,2011,11,826,1694
WESTM,271,2012,8,227,359
NER,1899,2011,7,206,569
EASTU,2413,2013,4,103,270
WESTM,361,2013,10,224,693
PUNEN,1896,2011,12,671,1681
BENGN,802,2012,6,269,699
CHEN,315,2013,12,173,290
CENTU,280,2012,7,243,423
JHAR,1766,2012,6,94,314
JHAR,345,2013,9,289,755
MUMB2,1317,2013,7,795,2242
BENGS,2406,2012,11,53,70
GUJAN,1574,2013,8,1398,3726
BANG,2443,2012,12,34,35
HARY&,61,2012,12,276,824
PUNES,530,2011,9,802,1430
HARY&,1738,2011,4,240,569
RAJA,1523,2012,8,625,1249
EASTM,1822,2013,1,591,2077
PUNEN,743,2013,3,266,981
GUJAS,1601,2011,5,162,516
DELHM,2253,2013,3,2103,3160
PUNJ,619,2011,4,88,160
HUBL,1242,2012,1,437,1100
WESTM,2461,2013,6,559,1670
EASTM,74,2011,5,101,260
MUMB1,1677,2012,5,69,536
NER,1886,2012,7,210,342
JHAR,1051,2013,6,358,1629
EASTU,1203,2012,9,894,1437
NAGP,94,2011,11,204,456
VIJA,44,2012,1,274,316
BENGN,25,2012,12,386,668
BANG,2822,2013,12,67,67
VIJA,354,2011,10,139,318
GUJAS,1476,2013,5,146,554
HARY&,1722,2011,9,232,662
PUNES,1238,2012,10,389,1010
BENGS,2420,2013,4,177,447
HYDE2,252,2012,10,118,239
PUNEN,1690,2013,8,823,3214
RAJA,1523,2013,7,676,1753
WESTM,266,2011,5,315,610
CHEN,1178,2011,8,413,817
PUNJ,1548,2011,12,695,1718
HYDE2,422,2013,3,423,1021
PUNEN,1214,2012,11,784,1799
GUJAS,1920,2012,5,140,340
NER,243,2012,11,183,326
BANG,2476,2013,8,100,151
JHAR,2342,2013,4,599,1951
PUNES,1238,2012,3,307,733
PUNEN,1665,2011,8,1029,3015
HUBL,181,2013,7,326,869
CENTU,1235,2012,5,367,636
BENGS,1357,2012,10,215,645
BIHAE,533,2013,12,733,2318
NAGP,90,2012,8,199,340
PUNJ,1989,2012,5,391,796
MUMB2,991,2013,1,1013,3164
BENGS,1401,2012,9,277,577
PUNEN,1419,2013,11,96,249
BANG,148,2012,1,106,329
JHAR,1745,2012,10,296,643
MUMB2,300,2011,7,1424,2393
WESTM,268,2012,12,319,1046
JHAR,345,2013,5,318,1277
EASTM,70,2012,9,471,1367
WESTU,729,2012,1,750,1008
CHEN,1882,2012,12,246,571
PUNJ,1548,2013,11,682,2312
PUNES,328,2013,7,131,338
CHEN,315,2011,6,153,283
BENGN,25,2011,6,386,712
GUJAN,1321,2013,6,682,1103
RAJA,2143,2013,2,321,874
BANG,845,2011,9,1082,2111
BIHAE,534,2013,11,171,620
GUJAN,636,2011,4,875,2313
GUJAS,1143,2013,9,408,1044
WESTM,2706,2013,11,21,22
VIJA,1893,2012,7,90,240
BIHAW,1833,2013,7,171,496
CENTU,279,2011,4,129,179
EASTM,1889,2013,7,210,615
MUMB2,379,2013,1,991,2368
HYDE2,413,2013,6,235,940
PUNEN,79,2012,7,442,588
EASTU,522,2012,10,790,1541
KOLK,1824,2013,5,2792,7336
PUNEN,1575,2012,4,162,380
PUNES,1579,2011,5,507,1173
BENGS,18,2011,4,346,936
GUJAN,131,2012,11,206,268
WESTU,2084,2012,5,129,243
CHEN,105,2011,10,175,413
HYDE2,422,2013,5,399,1177
HUBL,1430,2013,5,588,1568
NAGP,86,2012,4,206,441
JHAR,1766,2011,12,89,285
GUJAN,629,2012,7,775,2462
WESTU,1936,2013,2,197,568
GUJAS,1164,2012,10,1671,4423
JHAR,541,2013,8,151,552
EASTM,1889,2012,2,228,555
VIJA,1000,2012,8,688,1229
WESTU,174,2011,7,102,221
EASTM,554,2012,6,243,537
GUJAN,1715,2013,2,349,1011
HYDE2,1593,2013,8,96,163
WESTM,2357,2013,3,97,182
WESTU,834,2011,7,125,254
CHEN,2273,2013,3,567,968
HARY&,2365,2013,7,246,316
BENGS,2,2012,2,867,1967
WESTU,846,2012,12,181,291
WESTU,357,2012,10,413,854
BENGS,1401,2011,6,239,499
HUBL,40,2011,12,240,450
DELHM,1591,2011,6,3684,6610
EASTU,1203,2013,12,788,1303
CHEN,440,2011,5,589,1044
BENGS,451,2012,12,194,487
ORIS,883,2011,9,442,902
PUNJ,1823,2012,7,746,1441
GUJAS,1779,2012,10,1833,4138
GUJAS,997,2011,10,143,346
HARY&,1534,2013,7,476,1379
HARY&,334,2013,2,239,454
WESTU,1293,2012,3,168,325
PUNEN,743,2013,4,248,841
EASTM,1929,2013,2,212,440
NER,2575,2013,7,179,296
ORIS,12,2012,4,135,327
HYDE2,1337,2013,7,117,246
ORIS,748,2011,5,187,385
BIHAE,536,2012,10,161,188
BENGS,1543,2013,7,86,99
JHAR,957,2012,12,568,1425
HYDE2,1130,2012,3,350,888
HYDE2,1933,2013,8,803,2089
PUNES,291,2011,4,114,236
VIJA,1089,2011,11,134,285
NAGP,90,2012,9,174,300
BANG,2440,2013,3,248,476
JHAR,8,2012,12,1021,3086
CHEN,105,2011,11,150,296
GUJAN,1101,2011,11,253,709
HYDE2,258,2012,5,119,376
BENGN,999,2013,9,183,340
PUNJ,1524,2011,5,794,1903
WESTU,357,2012,9,453,1005
BANG,2562,2013,10,1496,3647
BENGS,22,2011,12,600,1294
CENTU,433,2012,8,1152,2811
BIHAE,624,2012,10,23,26
VIJA,44,2013,6,381,851
BENGN,537,2013,10,122,321
KOLK,1399,2011,12,1065,2236
CENTU,170,2013,10,198,538
BENGS,1401,2012,4,280,762
JHAR,8,2011,8,1012,4693
EASTU,774,2013,7,164,572
VIJA,1089,2012,7,137,319
WESTU,357,2012,8,440,862
EASTM,1822,2013,5,619,2010
WESTM,1055,2011,8,1071,2465
HYDE2,1422,2012,5,148,404
BENGS,18,2012,2,346,885
BANG,1981,2011,9,221,503
JHAR,550,2013,7,118,395
HYDE2,1562,2013,9,180,650
BANG,434,2013,8,1216,2679
PUNEN,1198,2011,10,88,148
MUMB2,296,2013,8,746,1965
HYDE2,1056,2013,7,160,389
PUNEN,2319,2013,12,139,487
HYDE2,601,2012,10,152,296
CHEN,1780,2011,12,1117,1803
ORIS,1927,2012,12,227,579
ORIS,883,2013,12,478,1197
CENTU,645,2011,7,147,374
BANG,1981,2012,7,791,1755
BENGS,1295,2012,10,656,1778
GUJAN,132,2013,9,340,1431
VIJA,865,2012,1,235,309
EASTM,69,2012,2,197,433
MUMB1,1536,2013,2,1026,5151
BIHAW,1853,2011,9,174,267
ORIS,13,2012,10,116,266
NER,1855,2013,3,1240,2160
WESTU,306,2011,9,148,423
BANG,2442,2013,12,294,478
CENTU,280,2013,2,174,322
WESTU,2155,2013,10,94,232
PUNEN,1575,2012,12,124,221
BANG,2441,2013,1,235,342
HYDE2,843,2012,2,169,468
PUNJ,238,2013,11,216,639
BIHAE,1413,2013,10,116,289
CENTU,2548,2013,5,472,943
GUJAS,1164,2013,4,1566,4253
BANG,1723,2013,5,2178,4706
HYDE1,876,2012,2,2416,5802
NER,221,2013,8,211,1205
PUNES,1244,2011,5,134,245
PUNES,2321,2013,8,84,336
DELHM,185,2011,9,1163,2693
HYDE1,463,2011,10,90,295
DELHM,1174,2012,10,1993,4285
BANG,2141,2012,9,1168,2482
PUNES,1666,2013,3,792,2664
VIJA,1893,2011,9,90,272
HYDE1,1282,2011,5,717,2219
MUMB2,1317,2013,4,827,2427
CHEN,2069,2012,12,450,777
PUNEN,1213,2011,6,108,201
BENGS,1295,2011,11,570,1350
HARY&,62,2013,8,213,440
VIJA,446,2012,2,117,308
CHEN,1780,2012,8,1215,2259
EASTM,69,2011,4,156,278
EASTM,335,2013,7,174,581
CHEN,1863,2011,8,336,760
RAJA,1939,2012,9,1166,3025
RAJA,2460,2013,4,110,197
VIJA,359,2013,4,104,249
BANG,845,2012,2,1117,2233
EASTU,1203,2012,1,771,969
NER,1306,2011,7,704,2767
MUMB2,394,2013,5,3803,11036
MUMB2,532,2012,9,1015,3290
HUBL,1621,2013,10,669,1401
BIHAE,1297,2012,2,171,276
EASTU,283,2011,5,225,619
EASTU,278,2013,3,53,57
ORIS,1359,2012,10,684,1505
WESTU,775,2012,11,537,837
GUJAS,1006,2012,10,296,424
PUNJ,1823,2012,1,707,1437
RAJA,129,2012,5,289,630
CENTU,433,2013,10,1771,3180
BENGS,2517,2013,11,163,516
PUNES,428,2011,8,1441,4237
ORIS,11,2012,11,243,736
VIJA,1530,2013,11,867,2469
BENGN,802,2013,4,287,912
CENTU,369,2011,8,518,1039
RAJA,119,2012,4,141,259
DELHM,406,2011,7,457,956
BANG,2471,2013,1,72,97
GUJAN,1101,2013,5,244,514
DELHM,591,2011,5,1117,2081
GUJAS,1143,2011,4,360,786
GUJAS,138,2011,6,820,1924
PUNEN,77,2012,7,1313,3670
PUNJ,419,2013,11,190,705
CHEN,1664,2011,11,70,165
WESTM,2604,2013,10,199,455
