asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
HUBL,2315,5,2013,1015693.524,1060728.5
CENTU,1222,6,2013,3006587.041,3526776.07
PUNES,2243,5,2013,11894307.86,13216778.83
CHEN,2273,4,2013,3115033.763,3427109.31
DELHM,2152,5,2013,7205870.747,8367377.49
JHAR,8,10,2013,4772756.648,5486800.4
RAJA,1456,5,2013,3404590.41,3867560.23
HUBL,450,5,2013,3170475.335,3526055.36
HARY&,334,5,2013,486692.1329,543902.94
MUMB2,294,12,2013,2203563.397,2606461.62
KERA,154,12,2013,885877.2135,1135496.58
BENGS,2406,7,2013,221682.9417,276554.92
ORIS,1482,11,2013,1244712.207,1414516.95
HYDE2,2308,10,2013,745136.4512,915192.3
CENTU,2048,9,2013,864303.621,983153.34
MUMB2,1878,11,2013,-10591.93689,-469.2
VIJA,341,8,2013,730261.8718,828394.95
NER,1724,9,2013,4097473.383,4459254.72
VIJA,359,10,2013,719445.7659,901320.52
BANG,2464,12,2013,-53625.42578,-63621.81
GUJAN,1804,11,2012,5277978.454,5649662.19
PUNES,1608,1,2013,2168893.692,2206204.51
WESTM,521,1,2013,6463711.387,6942850.32
DELHM,1105,1,2012,2170744.602,2344600.13
EASTM,1733,1,2012,6590860.772,6912128.88
KERA,584,12,2011,1511963.05,1572475.07
WESTM,1673,1,2011,0,2095961.58
KERA,1384,6,2012,1601182.735,1707036.02
HARY&,334,3,2011,0,294596.08
MUMB2,213,2,2011,0,5678333.13
CHEN,104,10,2011,945701.7896,955641.45
PUNES,327,11,2011,1274278.693,1294823.25
BIHAW,32,4,2012,2283617.917,2408939.32
GUJAN,132,6,2012,1524391.81,1577580.99
HYDE2,1077,8,2011,1716959.537,1866448.12
GUJAS,1811,1,2013,2091214.277,2286947.66
CHEN,2069,4,2012,3682589.719,3815871.78
VIJA,1674,4,2012,1848676.5,1876518.74
EASTM,593,10,2012,2882665.061,2973611.75
NER,273,2,2011,0,150371.28
HARY&,424,2,2011,0,7009886.17
HYDE2,1653,1,2011,0,2866106.74
CHEN,1664,4,2012,2947838.665,3018204.7
CENTU,279,5,2012,558014.9147,612488.34
DELHM,1809,3,2011,0,1107278.74
HYDE1,876,5,2011,13265703.86,14867274.4
GUJAS,1476,2,2011,0,4333863.21
PUNES,1072,10,2012,1846419.271,1906710.54
EASTM,267,10,2011,1682315.314,1822895.3
KERA,1207,6,2012,2704494.791,2968638.01
CENTU,1139,5,2012,1533131.943,1638345.48
KERA,579,5,2012,2196403.29,2255883.73
ORIS,1436,6,2011,1324011.912,1461950.8
DELHM,183,10,2011,8208049.618,9146005.66
MUMB2,394,10,2011,17153929.73,17755154.31
VIJA,1893,11,2012,1573597.503,1643358.18
BIHAE,536,1,2013,1443870.024,1472921.79
BANG,1154,11,2012,1051267.379,1095395.66
WESTU,2066,1,2013,349680.6927,388195.22
EASTM,554,1,2013,1332849.471,1382970.8
NER,1196,12,2012,96997.1191,104309.8
HYDE1,188,4,2011,20525444.34,21213212.76
COIM,1038,6,2011,595347.609,669496.55
KERA,584,9,2011,1321520.961,1511925.87
GUJAN,1715,5,2012,1474888.912,1598496.76
PUNES,327,1,2012,895365.1219,841135.46
MUMB2,2025,2,2012,1591240.145,1668649.53
KERA,1194,12,2012,1928767.624,2085794.91
BENGS,19,6,2012,1640273.272,1656343.36
HARY&,424,7,2011,4040595.098,4514557.99
CENTU,1139,12,2011,1434660.273,1444295.18
MUMB2,394,6,2011,22004593.17,24296288.82
KERA,158,9,2011,4597656.624,5267937.96
WESTU,2066,3,2012,152856.8838,167737.24
CHEN,104,5,2011,1025068.868,1138201.05
HARY&,393,4,2012,7823968.553,8190060.91
KERA,1207,10,2012,1868561.635,2031239.49
PUNEN,331,12,2012,1532641.998,1494794.28
CHEN,1664,1,2011,0,2879373.47
EASTM,267,6,2011,2111332.881,2407292.27
COIM,862,11,2011,7354761.927,7424091.47
NER,221,11,2011,3138197.853,3292409.59
HARY&,2365,12,2012,907947.6178,1014862.07
MUMB2,294,11,2011,3034057.266,3100719.89
BENGS,1558,1,2012,2277060.738,2405063.47
BIHAW,1411,10,2011,743973.8536,780282.58
KOLK,1556,3,2012,8036726.741,8327238.97
MUMB1,1677,6,2011,16332925.41,18453194.34
PUNEN,1347,10,2013,818519.6065,988992.61
BENGS,2112,2,2012,2124109.427,2279505.73
KERA,879,6,2011,1726185.202,2021906.38
RAJA,1806,3,2013,1095681.243,1224122.73
CENTU,2142,11,2012,171547.9476,197373.96
HYDE2,250,9,2012,1096163.713,1163831.13
PUNEN,79,3,2013,1571003.764,1742591.1
HUBL,731,7,2012,2513315.139,2656041.15
BENGS,2,12,2013,0,0
BENGN,24,12,2011,301135.9054,289087.08
CHEN,975,9,2012,10805285.41,11522463.95
HYDE2,843,8,2012,811047.0621,854199.72
BANG,2440,10,2013,825022.3156,1047010.03
MUMB2,300,10,2013,3433117.384,4150743.04
HYDE2,252,8,2012,1656309.824,1670541.83
KOLK,1849,10,2013,3791356.76,4418219.01
BIHAE,2628,10,2013,2285630.782,2576798.8
EASTM,1929,11,2012,766239.2391,822794.27
VIJA,51,8,2011,1187023.002,1284652.7
WESTM,1055,4,2011,9911704.178,10898331.02
HUBL,1430,4,2012,3815774.582,3879035.63
CENTU,2004,1,2012,400632.289,426074.77
PUNEN,628,12,2012,3762757.664,3876895.32
KERA,1345,6,2012,736119.5729,793934.11
WESTU,834,5,2012,1143175.488,1264144.5
HYDE2,1562,3,2012,1019982.217,929477.38
PUNJ,233,12,2012,1540237.661,1621781.83
PUNEN,330,10,2012,1532401.006,1536801.64
KOLK,1832,11,2011,2357789.892,2495012.62
WESTM,521,11,2011,10663571.68,11500985.81
BANG,1016,11,2011,5713714.129,5694323.12
BENGN,2373,1,2013,560902.5164,615016.84
COIM,337,5,2011,7449860.805,8251134.04
KERA,1371,9,2011,1203120.66,1382837.15
NAGP,94,11,2011,1509745.272,1574234.56
BENGS,1284,2,2011,0,1352846.04
VIJA,247,5,2012,572069.2627,565152.82
VIJA,1674,5,2011,1784829.885,1992718.37
JHAR,540,1,2013,1002368.814,1083738.58
RAJA,2355,1,2013,468427.2136,491704.02
VIJA,1893,10,2011,1675510.249,1692099.02
NAGP,93,1,2012,2641441.909,2530699.71
KOLK,2105,7,2012,1278668.153,1460932.61
HYDE2,363,10,2011,1113025.179,1153196.08
COIM,285,9,2011,1088158.323,1192865.86
WESTU,775,10,2012,5179006.843,5587990.02
KERA,1353,9,2011,1387839.383,1587696.27
ORIS,883,4,2012,3561992.583,3975195.39
BIHAW,29,9,2011,4960959.437,5522819.17
HARY&,61,1,2011,0,1172837.08
WESTM,271,8,2011,1252108.543,1434656.71
GUJAS,138,6,2012,7679113.856,7781065.74
PUNES,1244,4,2012,1974103.037,1844922.76
DELHM,591,11,2011,6076834.123,6603797.66
BENGN,21,4,2012,302435.9755,313971.98
ORIS,883,2,2013,3015279.244,3472963.64
WESTM,1673,4,2011,3861939.12,4303185.72
HYDE2,251,6,2012,1088487.736,1104711.97
RAJA,113,12,2012,2283869.159,2403139.58
BIHAW,469,7,2011,1008776.505,1140819.11
PUNJ,1989,9,2012,3144993.878,3166015.32
VIJA,1020,8,2011,691445.0942,776380.61
WESTM,1414,2,2012,3268909.618,3460365.03
PUNES,1102,3,2011,0,1331111.14
GUJAS,607,1,2011,0,1567458.98
NER,1724,6,2011,5625191.758,5553644.55
BENGS,1091,11,2011,1323384.744,1430104.1
WESTU,465,5,2012,4822715.959,5388070.45
BIHAW,1872,4,2011,1019755.494,1124498.69
HYDE2,1077,1,2011,0,2331774.32
GUJAS,1449,4,2011,3485887.863,3788845.93
NER,340,8,2011,357126.2422,400064.49
GUJAN,470,10,2012,1349696.528,1487644.65
NER,2182,8,2012,2309677.318,2356647.3
HYDE2,251,10,2012,911901.7807,993566.27
WESTU,846,10,2011,690339.6209,755172.64
EASTM,410,9,2012,2714016.275,2807892.91
RAJA,1806,8,2012,1412059.74,1430273.26
BANG,434,8,2012,3001606.478,3063092.86
EASTM,1649,8,2012,4171112.82,3930251.42
PUNEN,2363,2,2013,745135.6435,758710.72
NER,355,8,2012,150841.0126,163006.08
PUNEN,79,8,2012,1511239.631,1522084.24
VIJA,228,8,2012,1139845.066,1142593.05
HUBL,178,4,2013,4229284.104,4588692.08
KOLK,1849,11,2013,4717540.663,5654452.56
BENGN,2499,3,2013,145595.5906,173909.15
BANG,2464,2,2013,1657621.927,1745624.46
RAJA,121,3,2013,592255.6741,653450.06
BIHAE,35,9,2013,1772198.831,1926935.64
WESTM,2132,8,2013,2380068.838,2554019.96
WESTU,357,9,2013,2365060.33,2621376.84
PUNES,1666,10,2013,2063948.012,2559483.77
KERA,1206,9,2013,457083.401,497517.38
NER,274,12,2013,1374612.119,1418374.42
PUNES,2321,12,2013,901616.7695,1038880.51
MUMB1,1065,11,2012,8131339.257,8650160.5
MUMB2,379,1,2013,2268566.401,2384917.29
NER,1899,6,2011,1399927.75,1547512.88
CHEN,1863,5,2012,1415561.518,1434526.01
PUNEN,1201,1,2011,0,1054266.48
PUNES,1238,3,2012,1182897.458,1156757.04
GUJAS,1006,6,2012,3412190.232,4028380.27
KERA,154,9,2012,707579.0987,775218.17
NAGP,1062,7,2011,3521424.35,3965329.29
WESTU,1293,5,2011,1436723.134,1635321.03
KERA,338,2,2011,0,2247364.14
KOLK,1818,12,2011,3059028.007,3023731.32
BIHAW,1360,3,2012,2375483.448,2462886.15
WESTU,2353,1,2013,364753.9882,405431.74
CENTU,1903,2,2012,3691442.9,3905744.71
GUJAN,1448,7,2012,1977802.704,2142801.16
KOLK,1849,2,2011,0,2872316.19
COIM,163,9,2011,1901444.404,2141631.75
NER,390,5,2012,2077185.419,1936190.56
WESTU,169,5,2011,-93626.57076,-110803.14
ORIS,11,2,2012,1580090.927,1640478.42
MUMB2,394,3,2012,12022372.61,11667797.84
PUNEN,1575,1,2011,0,474384.56
WESTM,1470,6,2011,1564329.282,1738516.09
GUJAN,1302,9,2012,4182854.04,4514711.89
PUNJ,619,7,2011,488308.9713,550065.73
KERA,338,2,2012,1816026.852,1860555.04
BENGS,22,8,2011,3641650.473,3876004.94
BENGS,19,10,2011,867063.3628,953828.94
CHEN,1594,9,2011,2373290.303,2590551.62
WESTU,2042,2,2012,333598.605,346967.9
RAJA,126,8,2011,3174342.624,3514229.07
BIHAE,1024,3,2011,0,988322.26
PUNJ,1548,8,2011,4720289.464,5123290.55
HYDE2,1337,10,2012,783990.2585,844956.25
MUMB2,213,9,2011,5386625.089,5645359.43
CHEN,108,6,2011,2223058.191,2501626.93
PUNJ,958,5,2011,467492.3415,520103.16
BENGS,1357,5,2012,1114583.995,1250357.3
COIM,160,10,2011,1352807.85,1358169.97
CENTU,2002,2,2012,300542.7867,330295.24
EASTU,1042,8,2012,13199230.76,13964321.14
NAGP,2024,11,2011,1244241.055,1306359.75
BIHAE,35,5,2012,1334190.32,1425397.26
HARY&,334,12,2012,1021527.244,1086633.85
PUNEN,1845,1,2011,0,4035312.63
WESTU,1027,5,2011,2410780.779,2734688.96
MUMB1,1065,3,2013,6824589.668,8163760.53
HUBL,450,2,2013,3994796.231,4313989.67
PUNEN,2348,3,2013,1010367.288,1107141.15
HUBL,180,2,2013,6760579.407,7050562.14
HUBL,2279,11,2013,1660842.724,2048595.98
WESTU,834,3,2013,847906.914,997538.96
CHEN,2507,3,2013,933512.6659,1087507.02
VIJA,1103,8,2012,1285749.018,1325282
BANG,434,3,2013,2648739.033,3045561.13
BIHAW,566,7,2012,1397823.93,1513915.49
KERA,579,7,2012,1511639.697,1611129.12
MUMB1,832,10,2013,10262073.32,11919956.85
VIJA,622,8,2012,1697537.807,1722447.88
BANG,344,8,2012,8074026.799,8146832.14
BIHAE,1297,8,2012,2123856.946,2236771.17
KERA,582,7,2012,820794.2417,881980.56
HARY&,393,2,2013,4944380.377,5535402.11
NAGP,2269,9,2013,9733038.105,10099143.96
EASTM,2400,2,2013,1580467.196,1699593.95
PUNES,2321,7,2013,397946.444,475587.63
COIM,337,2,2013,9506335.978,10099751.68
GUJAN,629,4,2013,2606678.464,2816418.12
VIJA,2531,7,2013,828318.8991,1031516.81
HARY&,2333,7,2013,297610.7394,346438.15
NER,217,3,2013,3125536.925,3392778.02
KERA,1345,3,2013,539062.6128,617126.69
COIM,1193,6,2013,2131478.034,2418838.55
NAGP,96,4,2013,2240215.938,2457319.84
HUBL,2315,4,2013,953086.7691,1053547.05
PUNEN,80,4,2013,914813.6315,933182.52
CENTU,2032,7,2013,705277.4956,760418.25
EASTU,284,5,2013,500802.2252,569564.84
CENTU,2036,7,2013,537733.4293,612472.65
HARY&,65,5,2013,1268996.4,1420025.19
RAJA,1905,7,2013,1150379.089,1311962.52
BIHAW,1833,5,2013,1078844.464,1190342.64
ORIS,2407,12,2013,630202.0889,688866.52
GUJAS,1779,7,2013,4591120.126,5204988.87
PUNEN,1665,8,2013,9038984.068,9952681.77
WESTM,268,7,2013,2062553.802,2417380.72
PUNES,292,6,2013,808547.4244,902158.53
COIM,1193,10,2013,972691.1551,1154865.48
GUJAN,1268,9,2013,8182840.516,8935490.15
MUMB2,1317,9,2013,2956197.654,3352816.86
PUNEN,1347,9,2013,1157554.891,1337055.56
BENGS,2552,8,2013,4159315.343,4709826.84
PUNJ,233,11,2013,1673923.047,1987123.11
WESTU,1293,12,2013,2333789.33,2574641.28
CENTU,433,11,2012,5339940.203,5931294.35
HYDE1,1176,1,2013,1738330.727,1869097.8
VIJA,359,8,2012,1476419.115,1498851.51
WESTU,383,10,2011,1679841.802,1842497.3
BENGS,768,11,2012,2184831.251,2431128.3
HUBL,1022,3,2012,1084227.181,1070844.46
ORIS,1927,2,2012,1490925.521,1531435.22
MUMB1,1392,5,2011,22863978.94,25753372.21
EASTU,276,1,2013,1036538.206,1139751.1
DELHM,1174,2,2011,0,9627276.43
JHAR,540,10,2012,749159.9136,837146.9
BIHAE,1413,3,2012,676186.0225,691376.54
KOLK,1439,7,2012,1741685.484,1983342.46
HYDE1,2282,8,2012,7928231.384,8365668.93
HYDE2,1593,3,2011,0,526462.7
VIJA,446,9,2012,858094.4865,938109.41
ORIS,1436,4,2012,2294655.983,2454677.81
WESTU,465,10,2012,3246469.577,3599011.99
VIJA,1327,5,2011,5040771.106,5698718.33
RAJA,126,1,2011,0,2668737.55
WESTM,264,7,2011,679936.4241,787477.48
KOLK,1849,6,2011,4915483.822,5218570.21
BANG,148,10,2011,2262577.019,2173080.25
PUNJ,600,6,2012,8076240.984,8722884.33
WESTU,846,1,2013,655480.7671,733442.75
PUNEN,1665,7,2012,3761806.87,4029484.05
WESTU,1027,3,2012,1548782.795,1668223.54
MUMB2,482,2,2012,5681920.083,5765249.09
NER,215,10,2011,540134.9568,493035.69
COIM,1038,4,2012,764848.327,754867.58
GUJAN,2367,2,2013,1366903.968,1507612.38
BENGN,1227,2,2013,3294336.906,3585307.5
RAJA,129,8,2013,2251890.489,2414360.04
CENTU,2547,5,2013,3012627.352,3481915.64
GUJAS,1476,11,2013,4510163.87,4918956.26
NER,1374,7,2013,93737.36846,101144.12
EASTU,2829,12,2013,266876.084,300650.64
HYDE2,1653,5,2013,2018822.132,2328465.26
COIM,337,6,2013,6305735.281,7538498.06
WESTM,1186,7,2013,8810260.033,9969601.85
WESTM,2706,9,2013,80671.43161,101775.89
VIJA,42,8,2013,819020.215,967659.1
HUBL,731,11,2013,4039911.962,5027870.63
PUNEN,326,8,2013,1451964.722,1640081.26
CENTU,2035,8,2013,781470.578,846522.46
HARY&,1567,9,2013,4148095.079,4501356.2
BIHAE,1948,9,2013,647653.9924,726568.15
HYDE2,2314,10,2013,1005097.781,1233909.35
JHAR,1051,12,2013,1577501.913,1756656.09
BIHAE,534,12,2013,2044859.801,2184423.97
WESTM,263,1,2011,0,2336962.18
PUNJ,1147,2,2012,697352.0965,705858.04
MUMB2,297,12,2012,4153133.31,4299895.48
COIM,1249,11,2012,1944245.978,2134058.4
NER,273,11,2011,169424.5295,168722.92
NAGP,96,3,2012,1465716.77,1385340.7
JHAR,1819,5,2012,605818.9116,653145.7
HUBL,181,1,2011,0,3329376.35
NER,1033,12,2012,3943486.228,4002479.18
NAGP,1036,11,2012,5320244.751,5343793.83
CENTU,1903,4,2012,6285379.129,6593609.3
CHEN,1068,11,2012,670087.8472,724238.08
HYDE1,876,9,2012,10610108.38,11438501.19
JHAR,541,11,2012,1382018.85,1557294.58
VIJA,52,11,2012,3858809.287,4117094.98
JHAR,1819,1,2013,625238.8917,670801.91
RAJA,125,8,2011,1746679.268,1932641.01
NER,1724,1,2011,0,2942362.67
WESTM,1115,3,2012,1727265.605,1790501.2
COIM,163,7,2012,1771334.534,1918723.34
VIJA,228,4,2012,1298112.405,1315437.68
VIJA,1327,7,2011,5570037.284,6296415.57
NAGP,1036,11,2011,6680860.431,6566758.2
VIJA,45,10,2012,1990147.487,2120019.92
RAJA,122,12,2012,3168405.508,3365010.64
BANG,1756,3,2011,0,2419996.22
NER,1196,6,2012,187957.6111,209684.95
HYDE2,1077,4,2012,2650471.34,2653410.76
GUJAS,1601,1,2012,1302941.788,1336421.3
KERA,152,10,2012,2891996.619,3083158.23
KERA,1206,4,2011,482218.7545,560127.55
NER,221,1,2012,2488806.628,2594025.06
HARY&,2337,12,2012,311157.3745,333961.03
KERA,597,4,2011,3029720.298,3413200.5
BENGS,1284,9,2011,1800195.465,1942336.79
WESTM,1055,4,2012,10384144.96,10763603.32
PUNES,1102,3,2012,1159883.871,1070499.13
PUNEN,1198,4,2012,1865387.417,1762477.05
BANG,344,9,2011,7059250.903,7330928.68
BENGN,1854,6,2012,5491875.25,5571085.28
GUJAN,1302,7,2011,2127009.334,2292821.33
NER,217,1,2012,3976264.027,3783172.95
WESTU,1437,6,2012,1606338.496,1709830.7
EASTM,261,8,2011,1113677.893,1251420.92
RAJA,1228,3,2013,813320.4229,934641.78
DELHM,1316,8,2012,9711161.84,10188613.35
GUJAS,138,9,2013,6062131.45,7006941.89
JHAR,2342,3,2013,1455125.005,1663441.42
PUNJ,2106,2,2013,3069606.989,3601269.65
EASTU,2303,4,2013,1819962.871,1995503.96
GUJAS,135,7,2012,1716407.223,1845782.19
PUNES,291,9,2012,318438.5692,325885.22
EASTM,1649,2,2013,4266477.216,4453498.97
EASTM,554,6,2013,1883468.46,2108054.64
NAGP,99,4,2013,14631207.6,15675438.5
PUNEN,331,11,2013,501461.1418,691718.02
KERA,152,6,2013,2303278.463,2529094.68
WESTU,2115,9,2013,5776672.47,6354789.85
PUNJ,236,6,2013,442051.3159,516480.01
PUNES,1343,11,2013,1062046.162,1369717.1
GUJAN,1101,9,2013,2200726.191,2623943.34
NAGP,2323,7,2013,868745.2882,1167637.3
BENGN,537,9,2013,1523109.756,1789883.6
NAGP,2322,8,2013,1294225.584,1797726.7
BENGS,1257,8,2013,2122640.022,2576351.28
NER,2823,12,2013,622573.7663,685968.48
HARY&,1738,11,2012,647013.3983,736408.09
WESTM,2461,1,2013,1957112.586,2232819.5
VIJA,1000,1,2013,1970188.829,2185984.92
NER,1840,6,2012,523492.4357,580606.66
BANG,1526,7,2012,8431367.361,8903398.75
PUNEN,1171,12,2012,991456.9402,984567.13
PUNEN,743,2,2011,0,1859059.4
NAGP,98,7,2011,4720830.66,5240305.59
PUNES,1336,9,2011,403977.6323,443363.3
EASTU,275,7,2012,872622.0909,950197.44
GUJAS,1006,2,2012,3340066.925,3683699.03
HUBL,181,11,2011,2719508.368,2641746.77
HYDE1,876,12,2012,11246912.68,11969753.03
JHAR,31,4,2012,3190240.598,3609570.21
NER,1883,9,2011,1738784.978,1615290.47
KERA,151,10,2012,2350311.213,2548190.06
BENGS,343,2,2011,0,1073752.87
MUMB2,456,3,2011,0,555097.2
EASTM,593,1,2013,4341970.92,4407359.17
KERA,879,1,2013,1530167.046,1631175.87
WESTU,775,4,2012,11582597.81,12065159.38
BANG,147,2,2011,0,10988937.77
VIJA,44,4,2011,2118931.472,2224393.63
HARY&,1743,2,2012,1966303.899,2036862.01
JHAR,798,4,2012,6360271.17,6938482.65
NAGP,1090,1,2011,0,6066161.13
PUNES,292,2,2011,0,900884.87
HUBL,555,6,2011,1645046.394,1739400.52
HYDE2,1077,7,2011,1659662.613,1882868.77
WESTU,165,7,2012,2198328.98,2386551.9
EASTM,554,10,2012,871926.9888,929114.83
VIJA,51,1,2011,0,1756362.3
NAGP,98,12,2012,7302402.265,7202576.58
BENGN,999,9,2011,835489.3327,911312.65
BIHAE,1297,2,2012,1234436.421,1214344.14
RAJA,121,3,2011,0,469536.58
NAGP,91,8,2011,947403.4426,1085261.59
WESTU,1915,8,2012,780248.6048,824518.62
WESTU,2064,11,2011,357388.1628,393615.98
MUMB1,1677,3,2012,13196385.21,13967700.35
DELHM,1105,6,2012,3100087.32,3322664.85
NER,1883,8,2011,2651187.793,3063252.12
JHAR,1051,4,2011,2339154.055,2515718.75
VIJA,1089,3,2011,0,882488.82
BANG,1146,7,2011,5204899.116,5745921.09
ORIS,1359,2,2012,6678894.809,6866116.69
PUNES,530,3,2013,1571001.173,1833418.18
GUJAS,1920,3,2013,768072.6459,882455.38
PUNEN,1896,7,2012,3822074.705,3997868.06
BENGS,18,9,2012,2875750.16,3111459.89
MUMB1,2599,5,2013,3180048.049,3534480.14
BENGS,2517,7,2013,523235.0858,623097.67
JHAR,459,7,2012,998014.6986,1131038.91
BENGS,1401,7,2012,370438.5027,413453.45
BANG,2464,3,2013,1921647.053,2201383.33
WESTU,1293,7,2012,899473.655,977277.24
DELHM,591,11,2013,6771254.028,7622278.37
PUNJ,235,8,2012,811035.7599,861279.94
JHAR,1634,7,2012,2288186.748,2475038.77
PUNEN,1575,3,2013,453822.7539,520420.83
WESTM,361,7,2012,1757265.609,2036491.5
NAGP,93,9,2012,2892163.251,2959253.34
CENTU,2035,2,2013,681339.0812,759847.88
BENGN,656,2,2013,726125.5857,822699.38
GUJAN,1715,4,2011,2115266.264,2308653.99
PUNEN,1322,3,2012,318705.4532,303202.65
CENTU,1235,10,2012,923173.1121,1004965.41
BENGN,2354,11,2012,4136628.186,4704288.93
HARY&,2333,11,2012,209513.4892,249066.39
PUNEN,2338,1,2013,267208.9733,280954.14
NER,1374,4,2011,277189.7419,305192.94
CENTU,369,3,2011,0,1323795.33
WESTM,271,6,2011,1355987.406,1525034.86
RAJA,1939,12,2011,10340976.89,10150984.64
CENTU,2204,10,2012,273175.1465,306880.81
PUNEN,326,12,2011,1793217.485,1740642.6
EASTU,283,11,2011,1211421.925,1302666.82
HUBL,2127,6,2012,1320305.021,1347849.86
NAGP,86,6,2012,1658769.242,1541047.69
WESTU,1915,12,2012,1052258.253,1104556.24
COIM,160,1,2011,0,1045410.24
KERA,155,3,2012,447968.039,449881.84
BENGN,24,1,2011,0,429260.03
BENGS,1284,1,2012,1680538.992,1763763.52
PUNES,1072,7,2011,1045636.843,1146176.2
HYDE1,1892,12,2011,9802177.486,9676459.76
BIHAW,547,12,2012,1633398.041,1647140.66
ORIS,625,8,2011,1263218.037,1464429.74
BIHAW,469,5,2012,1556759.154,1631157.62
PUNJ,1683,2,2011,0,1492570.33
HARY&,68,10,2011,688511.4764,748749.18
JHAR,542,6,2011,506975.4751,566177.32
PUNJ,619,2,2011,0,729220.88
HARY&,59,9,2011,1123559.056,1264049.1
NER,243,12,2011,6256716.016,5547314.08
VIJA,372,4,2012,4482534.494,4532837.71
WESTM,266,4,2012,2610081.036,2907713.24
HYDE1,442,1,2011,0,2121269.3
PUNJ,1823,7,2012,3701794.674,3980659.16
PUNES,1238,10,2012,1186981.616,1267372.8
COIM,1193,5,2012,1576320.531,1603662.85
NER,1672,8,2011,614135.7734,701610.67
BANG,144,4,2011,9042404.292,9566453.02
COIM,1578,5,2013,938841.6575,1075719.38
BANG,1016,8,2012,6287705.975,6433928.42
GUJAS,1111,3,2012,461467.5685,456053.37
COIM,1170,4,2013,716940.1528,789537.18
CENTU,280,12,2013,1948283.622,2054561.24
BENGN,21,3,2011,0,442242.44
PUNJ,237,9,2012,771091.4928,796185.17
WESTU,2802,12,2013,321737.7971,350200.04
GUJAS,2304,11,2013,882109.9048,983804.56
BANG,148,3,2013,6067601.254,6816413.19
BENGN,1854,3,2013,1346223.019,1542753.8
HYDE2,869,7,2012,2355368.94,2463338.06
KERA,944,2,2013,1199733.273,1339067.25
WESTU,2155,7,2012,199085.0483,220286.74
KOLK,1281,7,2012,3072159.498,3508947.17
PUNEN,628,9,2012,3569467.193,3698415.85
BIHAW,1986,2,2013,6368190.084,6800130.75
PUNEN,2348,5,2013,1522116.82,1585986.33
VIJA,1020,3,2013,765218.2419,889342.72
BENGS,1295,7,2013,1977497.073,2409018.5
HUBL,976,3,2013,2914535.381,3321492.69
GUJAN,1448,3,2013,1527176.232,1744581.77
WESTM,2357,8,2013,701082.2114,804319.23
BIHAW,1833,4,2013,1882200.474,1990575.29
WESTM,1186,10,2013,7083486.263,8651333.14
HYDE2,413,6,2013,902290.9341,1065117.79
RAJA,115,4,2013,2000173.912,2165707.36
VIJA,865,9,2013,1647767.319,1897454.61
HYDE1,2282,4,2013,9649185.288,11000422.85
NER,648,5,2011,2174052.14,2402341.02
KOLK,1439,12,2011,2799112.784,2812402.63
CHEN,1594,8,2011,2586254.455,2755815.2
EASTU,278,8,2012,1404924.418,1497554.74
HYDE2,363,3,2011,0,689674.76
NER,1672,3,2012,897166.3926,1120348.11
CENTU,280,8,2012,1336492.075,1398375.86
PUNJ,230,3,2011,0,214151.58
EASTM,1877,5,2011,2355661.043,2722416.76
WESTU,961,10,2011,3010567.924,3294692.43
NER,215,6,2011,775060.1453,707377
KERA,154,5,2012,911988.4645,947310.47
DELHM,1481,6,2011,6321092.317,6885580.39
NAGP,91,3,2012,779770.1331,822625.13
WESTU,1936,6,2012,876353.4941,917498.7
KOLK,1832,3,2012,859872.9686,907173.26
NAGP,95,2,2011,0,2037509.12
HYDE2,1653,8,2011,2029654.149,2246577.79
RAJA,129,3,2011,0,475669.21
EASTM,335,1,2011,0,1934090.99
